id,Distance to transit,Number of rooms,Year of construction,Material,Sales price
1503,3.272934088067398,7,1987,Brick,2314.111126713948
1504,2.975949385858711,6,1977,Concrete,3128.9060334083433
1505,1.934559567140575,8,1997,Brick,1485.264281596982
1506,3.3153917267222375,6,1998,Wood,2319.1852859524347
1507,2.3480161157682518,8,1994,Wood,2487.924646798416
1508,2.3587147660984518,6,1985,Wood,3054.479210979906
1509,1.7445459271001469,5,1997,Wood,2078.9407781708837
1510,3.788878417748267,4,1979,Gingerbread,1582.2268883060137
1511,2.7912672653659403,5,1988,Gingerbread,3258.014332436127
1512,3.1410966505022784,7,1992,Wood,1882.933217311274
1513,2.9166149997178388,6,1993,Wood,3593.8579719859204
1514,3.9282544777303237,8,1977,Wood,2514.123220036862
1515,3.856939287282469,7,1984,Wood,2007.3706642152215
1516,2.355782504212698,9,1970,Wood,3390.245458311784
1517,2.4247785451214128,6,1984,Wood,1451.8519172865201
1518,3.168702299079383,5,1979,Stucco,2279.30633576212
1519,2.8350257581766396,4,1989,Brick,1375.3165842599699
1520,2.5847197792068526,7,1964,Wood,1795.025101846825
1521,2.647735878760731,5,1977,Wood,2610.713762635422
1522,2.558723252738124,7,1986,Wood,1849.6332532722938
1523,2.8217801406479506,6,1978,Wood,2918.1305093028113
1524,3.1780717810564285,5,1983,Wood,2735.280282584525
1525,1.5954085320266227,6,1971,Wood,4406.352977938137
1526,3.8082838915448947,6,1969,Brick,1869.9798410155756
1527,4.103857367186884,4,1991,Wood,2545.8534845804857
1528,2.112946932044928,6,1998,Wood,3149.2839311057623
1529,1.9712079376481277,5,1983,Wood,2451.886559278022
1530,2.0707992022959805,6,1994,Concrete,2221.3797759901404
1531,2.6392442843791537,8,1973,Wood,2212.8742788521363
1532,1.8852722574750405,5,1986,Brick,1115.5607373536836
1533,2.0204175071180726,5,1988,Wood,2235.3655376888305
1534,1.3189411763715269,6,1996,Stucco,1537.3582985608414
1535,2.3984576248810345,6,1990,Wood,2299.0343938685255
1536,3.496422355760358,4,1981,Gingerbread,2863.1133587974987
1537,2.3950284355283284,7,1991,Brick,953.2413565979559
1538,3.306273669502894,6,1984,Gingerbread,2777.5055855344676
1539,2.3454988111354758,6,1995,Wood,2366.3041867420684
1540,2.416816798548663,6,1989,Wood,2024.378506770744
1541,3.5130569489405485,5,2006,Wood,5131.476402362248
1542,2.0935141874356646,8,2001,Concrete,2797.3091747040517
1543,2.675579251698711,5,2002,Brick,1435.2188568020658
1544,1.9423793464834902,5,1983,Wood,1981.8736131379833
1545,2.43357359713587,6,1975,Wood,2244.8476268981804
1546,2.2539836494258476,6,1978,Gingerbread,3296.334381922154
1547,3.512435611946348,6,1984,Gingerbread,2525.7344827729394
1548,2.191453990667789,7,1968,Wood,1251.516379113551
1549,3.3073641575516586,7,1979,Concrete,2535.7984142828127
1550,4.357854311114509,5,2004,Wood,3391.937538915115
1551,3.4697352857690507,4,1978,Brick,1217.0611193791017
1552,2.5574221388773153,7,2003,Stucco,3659.2363995975206
1553,1.3683290056210073,5,1996,Stucco,1845.5624307037863
1554,3.09016003857759,6,1980,Wood,2097.8082691831455
1555,1.5873180044801924,7,1992,Wood,2601.895024092933
1556,2.8748250842841694,7,1976,Wood,4045.3459806139667
1557,2.7728426314783885,1,1989,Wood,2590.593615459148
1558,3.065728117444528,5,1995,Brick,1382.494296331008
1559,2.4177394071265037,5,1998,Wood,2558.1998844962313
1560,2.644231154023931,7,1986,Wood,4187.334586092648
1561,3.485358324786028,5,1989,Concrete,1962.4147133015367
1562,2.0358714994409386,6,2005,Wood,3560.1716377486587
1563,1.4797893121381063,7,1998,Wood,5131.104463644283
1564,3.1739152942449254,5,1983,Wood,1619.3952263680014
1565,2.5597712238166594,5,1975,Wood,1173.2398493817334
1566,2.0723673605713833,4,1998,Wood,2183.3755434587765
1567,3.0724989044089703,6,1993,Wood,3001.738827013914
1568,3.167126271125619,8,1982,Stucco,3137.773379600896
1569,2.4031296899855303,7,1993,Wood,1744.8680896183553
1570,2.8295109698090672,5,1986,Wood,2130.2662051160937
1571,1.9215456622247142,7,2009,Wood,2496.403324621383
1572,2.9843414238885777,7,1982,Wood,2497.041088872063
1573,2.729529256854412,6,1995,Wood,1697.8578533442628
1574,2.618100929402589,7,2000,Wood,2941.9802382047083
1575,2.978341554719704,7,1991,Wood,2708.8229366366995
1576,1.681701388403488,5,1998,Wood,2460.0476463052555
1577,4.493438905913209,6,1991,Wood,2417.32093879023
1578,3.2305442763056202,5,1974,Concrete,1454.8281156298563
1579,2.648078765746561,8,2022,Wood,3664.5836299036678
1580,3.7299765549763237,4,1991,Wood,3473.6704649885937
1581,1.9547460493200104,4,1992,Wood,2403.696162241695
1582,1.928585437118366,5,1991,Wood,2220.7222046809857
1583,2.185665586747437,7,1990,Wood,2468.1159137028126
1584,2.290214381060044,7,1988,Wood,2597.1289236862963
1585,2.6587601794628877,7,1991,Wood,3147.84079082515
1586,3.3600904535804634,5,1974,Concrete,1838.1073750204644
1587,3.052623756490994,4,1976,Wood,2216.9688726186464
1588,2.7923630478702974,6,1983,Wood,2784.46136044165
1589,2.357543212486115,5,1989,Concrete,2685.185968646917
1590,2.543935392421831,5,1969,Wood,2316.3666801262852
1591,2.5393539247796055,7,2001,Wood,3456.622368274007
1592,2.927301995949771,6,1981,Wood,3215.679762910776
1593,1.946918600111021,7,1982,Concrete,2904.372661086083
1594,2.6314017788635504,8,1999,Wood,2776.1659560828607
1595,2.4352262301891265,6,1977,Gingerbread,1813.512286160011
1596,3.207900721820478,6,1988,Gingerbread,2685.2684343559094
1597,2.0872361783434985,7,1989,Wood,3500.5390773920917
1598,2.787385904241046,4,1982,Concrete,1957.5054425923247
1599,1.9828819956278232,5,1984,Wood,2499.533713640614
1600,2.5239339721221676,4,1980,Wood,2941.6249536996224
1601,3.075127401723368,9,1998,Concrete,1307.1140574365577
1602,3.293128146506,6,1987,Concrete,2318.454727043975
1603,3.2082479395457786,8,1996,Concrete,2668.0669884045083
1604,2.3551305288676287,5,1989,Wood,2890.5745105010756
1605,2.960660381526374,7,1999,Wood,2326.6234135386653
1606,3.4270824398828537,6,2006,Wood,3074.610607500554
1607,2.2052317134450905,6,2000,Gingerbread,1761.2190887313138
1608,1.6457614313626796,6,2014,Gingerbread,1812.0964204112763
1609,3.4758629768706877,4,1982,Wood,2167.08863647679
1610,3.1990982193704878,6,1985,Stucco,1659.4649108944882
1611,2.6241858098672335,6,1981,Wood,1151.110703862259
1612,2.504264905235227,6,1994,Wood,2039.4819544218026
1613,1.5394236201626148,6,2000,Wood,2662.365677228066
1614,1.7628307406714971,6,1978,Wood,1956.4198123493652
1615,2.363744924365337,6,1992,Wood,2143.9183949546673
1616,3.208547330140255,5,1983,Wood,3471.2110729240094
1617,2.4945953390914277,7,2005,Wood,1847.8954801991247
1618,2.985867013635738,7,2012,Wood,1330.5843407565587
1619,2.8371116713373925,4,1995,Wood,1772.7420794457337
1620,1.3547015129960216,6,2003,Wood,1895.5037204460668
1621,2.425074779226409,7,1992,Wood,3197.2282238465205
1622,3.2239175547845367,5,1970,Wood,1783.32362114264
1623,2.6920829758144573,4,1984,Wood,1778.6300211911605
1624,2.0058690505288426,5,1990,Concrete,1754.661543813371
1625,1.8994744640214112,8,1981,Gingerbread,3152.025089363
1626,3.7897961361746293,5,1981,Gingerbread,3013.59923718793
1627,3.5345096993425122,5,1969,Wood,2869.393715952939
1628,3.487334354738865,6,2009,Wood,2128.849713029409
1629,2.4355246241156805,6,1971,Stucco,1778.7203953975409
1630,2.850845138770186,6,1992,Wood,3012.9554981430056
1631,2.604035345454279,6,1984,Stucco,1352.1065344063015
1632,2.5198338264809648,5,1991,Wood,2693.640599550522
1633,3.0081247971368468,5,2006,Stucco,3996.4621638360113
1634,2.399197285466008,6,1999,Wood,3690.414182211491
1635,2.9592967761406843,6,1984,Gingerbread,2286.7614297719438
1636,2.5206960174332416,5,1990,Concrete,2003.9503287529024
1637,2.7645856410672915,7,2012,Wood,1802.7279217486991
1638,2.2246092638125403,6,1991,Wood,2856.5332838745862
1639,2.402413461699572,6,1985,Brick,976.2282866422177
1640,2.589229063436833,9,1995,Wood,1799.1498282304294
1641,4.407540057079616,5,1982,Brick,1053.960753408147
1642,2.1679021586702416,7,2004,Wood,3100.8328570268613
1643,3.9452621551884666,6,1980,Concrete,3083.4272987695044
1644,3.363685594586596,5,2001,Concrete,2873.598351772177
1645,2.464272084457132,7,1991,Wood,1699.1223063707978
1646,3.421640022328567,6,1981,Stucco,2702.8577234779304
1647,2.4946984971749653,6,2002,Wood,2187.6143957354943
1648,3.314701875325628,5,1996,Wood,2377.314429744539
1649,2.2479610427120336,7,1999,Wood,1575.146854291704
1650,2.088295586495807,4,1993,Wood,3664.4725618703555
1651,3.103603922238229,8,2004,Wood,2090.8713041414458
1652,2.6357044785012773,6,1992,Wood,1778.3524194427478
1653,2.797892871971683,7,2007,Wood,3151.5003854357087
1654,3.582748186421962,7,1998,Gingerbread,3827.6268980248724
1655,2.789256740621953,4,2004,Wood,3105.4790307174767
1656,3.119703075874511,8,2008,Wood,2332.405112389241
1657,2.81082088761685,8,1989,Concrete,2351.5331857695114
1658,3.6206712527964857,6,1989,Wood,2587.4191093625327
1659,2.200013398355397,5,2003,Wood,3651.8922755811577
1660,2.4640290889431373,7,1994,Wood,1928.4209400895184
1661,3.4165581421357385,6,1982,Wood,2182.1304486745908
1662,3.2336769351295205,7,1980,Wood,2637.037577992349
1663,2.3355848911586126,7,1987,Wood,2701.4884445909615
1664,3.57276342297529,7,1990,Concrete,2094.2293185858484
1665,3.477014242811024,6,2003,Wood,2797.7097075484476
1666,4.323805233262147,5,1990,Wood,1564.2036306945033
1667,2.9024701863342446,8,2003,Wood,2116.6108716721524
1668,2.772737095576157,6,1990,Wood,1906.4120726463445
1669,2.474559491016902,5,1991,Stucco,1574.3766211964262
1670,1.699714434655058,6,1988,Brick,1123.6319552652717
1671,2.6019645959389206,5,1991,Wood,2088.3734506201163
1672,3.1893729111995976,5,1978,Wood,2213.412336330989
1673,3.507606378995382,6,1986,Wood,2119.3474472184757
1674,3.012637002611496,6,1985,Wood,3028.1889657034803
1675,2.296017588803572,6,1988,Wood,1983.4827835510243
1676,1.9200825758854716,8,2001,Wood,2148.294805317715
1677,3.116127428944087,5,1981,Wood,2582.992936313327
1678,2.7431757602155216,3,2003,Wood,2024.2147643910512
1679,1.5880161546653166,6,2000,Wood,2464.568559842819
1680,3.2790596157703904,5,1986,Gingerbread,2547.52918913989
1681,2.8228391313552366,5,1992,Gingerbread,2311.1735951951837
1682,2.865131689458984,6,1989,Wood,2284.320983739791
1683,2.6938536459940194,6,1966,Wood,2795.951612654766
1684,1.906911234250141,7,1987,Wood,2547.027413424345
1685,1.2581180307164557,5,1977,Wood,1753.8349676045077
1686,1.6413469173979838,4,1991,Gingerbread,2124.700529623939
1687,2.8338785345455544,7,1985,Wood,2687.541976486911
1688,2.8368145499384294,9,1994,Stucco,2352.109457862872
1689,1.7548323210425445,5,1998,Stucco,1918.4774842939073
1690,1.724593156319279,6,2004,Concrete,2315.58787270716
1691,2.569633847656599,5,1976,Wood,2592.937134062512
1692,3.309918238602984,9,1975,Wood,2817.26276105992
1693,3.445410570995979,7,1994,Gingerbread,3406.804825671115
1694,3.1589189858538784,7,1996,Wood,2074.0759323713655
1695,2.3543666109384644,6,1998,Concrete,3267.227856595492
1696,2.7062137362121046,7,1994,Wood,1782.306175003225
1697,3.248301730537687,4,1983,Concrete,3488.599193712335
1698,2.9070198689627396,6,1986,Wood,2522.683849061457
1699,1.3548384656221018,5,1987,Wood,3212.416545975626
1700,3.5276510450684846,4,1969,Wood,4179.346797635227
1701,1.9776476812693349,5,1997,Wood,2838.302851557404
1702,4.283551351922347,7,1985,Wood,3031.4169319342245
1703,2.9594215495563434,6,1996,Wood,2842.2527695631975
1704,3.130049222562426,8,1976,Wood,2207.2279610190903
1705,3.196421684673369,6,2013,Concrete,1950.0951361804098
1706,1.4457601483831422,7,1988,Wood,1947.6020812057209
1707,2.520862384615955,6,1997,Gingerbread,2422.995853695248
1708,3.0004179188400193,7,1998,Wood,2509.130963684547
1709,3.2528887833430375,7,1991,Wood,3350.1724721839632
1710,1.7434350529581781,8,2010,Gingerbread,3969.036931547567
1711,3.4130145012440027,5,1997,Wood,2691.9827681894158
1712,2.6822953071633786,6,1993,Wood,1456.2010413406065
1713,2.7144347326567377,5,1980,Wood,2547.799382898297
1714,2.626690396986316,6,2008,Wood,3400.411041573418
1715,3.4945332778655644,6,1980,Gingerbread,2497.5147807664557
1716,3.2698771173030856,5,2006,Wood,2186.98343427261
1717,2.95796225213374,6,1995,Wood,2190.524288678501
1718,3.0876643232023957,7,1988,Wood,3838.574511782544
1719,3.1574385770849935,5,1983,Wood,2134.657848198541
1720,3.000061904172056,8,1991,Concrete,2947.1695434070025
1721,2.0877192819695076,7,1994,Stucco,1855.4928816621166
1722,3.4426426346009196,6,1978,Brick,869.2018251228164
1723,2.506239283685987,4,1977,Wood,2310.6120837784615
1724,2.3547293465628583,5,1982,Wood,3355.5874106930432
1725,2.8851451940035546,5,2006,Stucco,2594.431549731431
1726,2.4541872301498198,7,1965,Stucco,2544.154293231278
1727,4.070119195298932,8,1982,Wood,2208.0826978279565
1728,2.6587757062846475,3,1983,Concrete,2363.421372039213
1729,1.6752843496737762,6,1984,Wood,1658.502034157983
1730,2.5131360901578983,5,1985,Gingerbread,2042.999289487303
1731,2.956236006385467,6,1973,Wood,2726.6046576611675
1732,3.405119136900829,5,1985,Wood,2478.357198748132
1733,2.329419652163872,6,1973,Gingerbread,2886.42007831639
1734,3.1346927427965814,6,1988,Wood,3326.3391001810414
1735,2.600822675502195,5,2011,Gingerbread,2053.267538588291
1736,2.8453190527644776,8,1998,Stucco,1924.7609420890537
1737,3.031515459141238,6,1994,Brick,1116.8381961353964
1738,3.814065929095895,4,2005,Gingerbread,2382.568065045318
1739,1.5163591036989716,7,1989,Brick,1163.3394631356055
1740,2.5248456775254313,7,1990,Wood,2796.219241981721
1741,4.627814992840796,5,1996,Wood,2105.470719674091
1742,3.337382011079651,7,1973,Wood,1966.697898526098
1743,3.8263827978408815,5,1984,Wood,2277.058806368358
1744,2.087722213392096,5,1994,Wood,2297.6750425437276
1745,3.179977038350908,6,1971,Stucco,2398.2567028628728
1746,2.0752547430601207,7,1976,Wood,1729.767877618911
1747,3.5629329594232755,6,1996,Wood,1778.2271630604
1748,2.3149803633871313,6,1987,Wood,2452.3115327132286
1749,1.5753868005003748,7,1994,Wood,1184.695232697451
1750,1.817217562763651,5,1974,Wood,3147.090263583901
1751,1.7934574592765387,6,1993,Wood,1312.2204030189005
1752,2.8175856943032636,7,1979,Wood,1284.0827782651131
1753,2.448124252123757,7,1995,Wood,3278.6635085463167
1754,2.787821997039288,8,1985,Wood,3746.5546706161567
1755,3.0249821143618933,7,1992,Wood,2946.160222347541
1756,3.615301901261426,3,2000,Wood,3961.448948126745
1757,3.9252179369640645,6,1981,Wood,1784.4488944766135
1758,2.474605793786252,5,1985,Wood,3280.2389030415306
1759,3.495357150050275,6,2006,Wood,1950.3316706439982
1760,3.1546944052317643,5,1971,Brick,880.7627037334546
1761,1.3605842459500517,6,1976,Brick,1514.0875115595904
1762,3.162778145053303,6,1992,Wood,3402.5625362033934
1763,3.9944158102003966,6,2001,Wood,1406.5588363008715
1764,1.8001680803425995,7,1982,Wood,2860.234627302481
1765,2.5749805537717942,7,1994,Wood,2879.959584490308
1766,3.106152647287153,5,1972,Wood,1316.1499657029715
1767,2.9809792436300273,7,1984,Gingerbread,2394.8875291088816
1768,3.512913872525987,6,1981,Stucco,1723.3737246328446
1769,3.1650443587189394,6,1985,Wood,3974.5918713028336
1770,1.2806631349484472,6,2003,Wood,1913.0135691898656
1771,3.6556248903456248,7,1997,Wood,3115.2306580184286
1772,3.3007641612981673,7,2005,Stucco,2241.4097180240947
1773,1.7344593628323217,7,1990,Wood,2405.1893133441763
1774,2.698136474905585,6,1993,Concrete,1432.847457971366
1775,2.049212042796012,7,1992,Stucco,4078.2632737391486
1776,2.429441491116754,6,1987,Gingerbread,1756.143122492521
1777,2.7952237431991085,5,1972,Wood,1055.6640001799997
1778,2.7065154834124696,6,1988,Wood,3193.1554323331284
1779,3.072569692902064,8,1992,Wood,3092.5265732701273
1780,2.7774711245840797,4,1991,Stucco,2611.295560667892
1781,3.497388709259358,7,1991,Brick,1865.035059767029
1782,2.5860401740333714,7,1988,Wood,2568.2909211970177
1783,1.529811859663385,5,1984,Wood,3701.2648321272272
1784,2.6291027940159117,8,2002,Wood,3641.3563539796496
1785,2.938477460803741,6,1982,Wood,1942.629893045822
1786,2.8237486192589416,5,2000,Wood,3203.850914934123
1787,2.438514815134993,5,1993,Gingerbread,3170.3352594513194
1788,2.0044568629359816,7,1989,Wood,1437.6931704625244
1789,2.341407164832162,7,1996,Wood,4091.3891147859376
1790,2.2912221998313993,6,1987,Wood,2294.082391329509
1791,2.5312272048320974,5,1986,Wood,1768.130484349087
1792,2.5999424740117787,6,1986,Wood,2096.710248638994
1793,2.886075087581278,5,1999,Wood,3427.0948548811257
1794,2.140669523178595,3,1980,Gingerbread,3539.9311165704494
1795,2.667968778002266,6,1993,Wood,3251.9340079745675
1796,3.4794087330675096,5,1981,Wood,4098.977408793938
1797,1.8411304184428081,7,1999,Wood,3249.8132779672483
1798,2.079636451662929,5,1990,Stucco,2512.9724031476885
1799,4.155043216734754,8,1987,Wood,2323.956945066721
1800,2.4227620145137734,6,1989,Wood,4281.355523631074
1801,2.9925110337751684,6,1983,Stucco,2348.733851748586
1802,2.6001205518313486,5,1990,Wood,2549.102314075189
1803,2.981303597147736,6,2004,Wood,2346.41597988404
1804,2.3012808190557283,7,1991,Wood,2654.8516361783104
1805,2.801359127976931,6,1981,Wood,2136.2833332824434
1806,2.092317387878822,6,1993,Wood,2612.752005397967
1807,3.4161150865004872,5,1989,Wood,2804.744556003719
1808,3.1450128740867727,5,2013,Concrete,1412.9277971796257
1809,3.134767337393821,3,1980,Stucco,1637.543798819012
1810,2.4925042937225204,7,1992,Wood,2612.27549594887
1811,3.053029072806233,7,1992,Wood,2379.58204565928
1812,2.858208435175609,6,2001,Concrete,2363.177809242737
1813,3.1663547117026165,7,1986,Wood,2563.2516336065783
1814,2.568104808575514,8,1978,Wood,1696.347033873164
1815,2.201941909630398,5,1973,Brick,1777.4837288171736
1816,2.98456003043585,6,1995,Wood,2113.6164910342814
1817,2.423599823209342,6,1981,Wood,2589.2446632717906
1818,2.066211792249433,5,1993,Wood,1919.926087974562
1819,3.4370942156307427,6,1988,Wood,2073.7546390008024
1820,2.7863246409063063,7,1979,Stucco,2097.514670692037
1821,3.1581326553824765,7,1979,Wood,1912.6309922123007
1822,3.4806520856783285,6,1982,Wood,2268.0975482103772
1823,1.6504316207232947,6,1984,Wood,2580.2521856069825
1824,2.8278180846722547,6,2000,Wood,2214.6747651337696
1825,2.4951713851635073,6,1986,Brick,688.7232552852303
1826,2.5037239293933906,4,1979,Wood,1280.819430646419
1827,2.152446148339848,7,1991,Concrete,2232.0794581096943
1828,2.6337749610644248,6,1983,Wood,2439.7926314358865
1829,4.455881251866916,7,1996,Gingerbread,3056.8286860159797
1830,2.57814577698013,6,1988,Wood,1652.044789292452
1831,1.8254684107488446,6,1979,Stucco,3096.474755756557
1832,3.627633090124088,4,1983,Wood,3489.5967378196315
1833,1.9706917445059227,7,1977,Gingerbread,1228.939824255826
1834,2.5935722285374108,7,1987,Gingerbread,2957.027345205932
1835,2.905167758607357,6,1991,Wood,2945.8388698617564
1836,0.7984385034270399,6,2005,Wood,2447.9912824160665
1837,2.8097593599202333,3,1986,Concrete,2719.6009889137304
1838,1.8178098600238575,7,1990,Stucco,2477.873327403042
1839,1.5687788064945503,8,1986,Gingerbread,4076.029060999355
1840,3.542797506674636,8,1997,Wood,2386.783622141421
1841,2.8581261041068586,4,2010,Gingerbread,1819.311405292416
1842,2.6171935869456577,5,1978,Wood,2016.458303271203
1843,2.5791723928757846,6,1985,Stucco,2898.0559851281073
1844,1.761832720201412,7,1993,Wood,1855.3682836852486
1845,2.587978181416494,7,1996,Wood,3093.245648011156
1846,1.487211401952905,7,1984,Concrete,2156.5926099457893
1847,2.7566950994523305,7,1987,Gingerbread,1919.6622680837133
1848,2.641939854093069,6,1996,Wood,3066.2653153518654
1849,2.3773511828182126,6,1991,Wood,3598.363421621068
1850,3.4393540944825722,8,1998,Gingerbread,2428.925248773103
1851,3.681907037944584,4,1992,Wood,1653.8933874561617
1852,1.0453115624729246,5,1974,Wood,2887.8495887113218
1853,3.0650359951233175,5,1996,Wood,3217.5825926314196
1854,4.033929849399436,5,1997,Wood,1971.9461444505068
1855,3.2580050327458503,3,1982,Wood,1742.6412038125948
1856,2.7752052359002435,4,1979,Wood,2551.3178800494784
1857,3.1854155289711583,6,2002,Gingerbread,2719.968918468307
1858,3.0459022455439833,6,2003,Concrete,2893.193303956038
1859,2.2942230594602915,9,1967,Wood,3404.145532131375
1860,2.4578569188353425,7,2008,Concrete,4348.04780894994
1861,2.8443696435727985,6,1994,Wood,1857.5287681227408
1862,3.1547317979983864,7,1990,Gingerbread,1778.6514195287828
1863,2.627978206397897,5,1997,Wood,1533.6993233972482
1864,2.1915283702087107,4,1991,Wood,2145.7274642513034
1865,2.4565803992226325,7,1996,Wood,2408.183935644108
1866,1.5755321717234083,5,1983,Wood,1693.3325070390122
1867,1.8587850004568711,6,1987,Concrete,2986.830496566725
1868,2.1999437162893654,6,1975,Wood,2654.4565473554817
1869,3.132550696281321,5,1975,Wood,2814.013335923882
1870,3.4327531093906134,8,1989,Stucco,6660.165693332081
1871,1.9196369514963538,5,1996,Wood,2839.068730264683
1872,1.6552687506481485,4,2002,Concrete,2618.6117875954474
1873,2.8601895413806293,5,2000,Wood,2023.8717820986392
1874,2.02338021150563,8,2000,Wood,1505.6116984929995
1875,2.230546040853041,7,1987,Wood,3441.8504270209714
1876,3.0166545150183017,6,1991,Stucco,1298.7771304550674
1877,4.044150572019977,6,2000,Wood,3212.3314909316705
1878,3.5263707338551544,4,2002,Wood,1761.7482866007758
1879,2.017113773845023,8,1991,Wood,3154.1834176337193
1880,3.0051426720281635,5,1983,Wood,2401.87161821558
1881,1.8937486190735835,7,1998,Wood,2448.630575604514
1882,2.898972892958408,7,2000,Wood,2386.8048948528517
1883,3.651922121617267,7,1997,Wood,2709.2817577733754
1884,3.2547213584902543,5,2000,Wood,3500.6312472832024
1885,2.8258445237205367,5,1994,Wood,2454.0108279423357
1886,2.884472863823783,7,1982,Brick,1245.3665562236565
1887,2.892489773820518,7,2011,Wood,2833.916340053746
1888,2.3933509396742907,5,1987,Wood,2318.880538645195
1889,2.9922775115844567,6,1985,Stucco,3639.2708019357256
1890,2.880239686626623,5,1957,Stucco,1993.1979640803556
1891,2.6979707569238487,6,1986,Wood,2437.3965100163323
1892,2.950586511900946,6,2020,Wood,2675.3674385883774
1893,2.9326856770027354,7,1978,Gingerbread,2299.0083407811903
1894,3.613794719848514,5,1984,Wood,2599.936936917691
1895,2.5596153553786962,5,1988,Wood,2080.5520359088355
1896,2.0133706670472247,7,1987,Wood,4016.9538946057814
1897,2.3197094198893513,6,1995,Wood,1533.7000033087654
1898,2.4311025393294416,5,1975,Wood,1483.4195476751186
1899,3.060824725682406,6,1999,Wood,1345.906156134496
1900,2.3896834507336084,6,1980,Wood,2634.209384700218
1901,2.5586817379412934,6,2012,Wood,2327.1524326568097
1902,3.684765640251033,6,2002,Wood,3102.091509973179
1903,3.202506157321578,4,1986,Concrete,2043.9140433586808
1904,2.897276812118958,6,1983,Concrete,3678.9717059451214
1905,3.083489611773224,3,1983,Wood,2527.8082861283538
1906,2.6108010188745507,8,1999,Wood,2527.357708249647
1907,3.151858864142902,5,1984,Wood,2467.875234138583
1908,2.579225068094192,4,1999,Wood,1538.0276933766627
1909,3.0686538260938687,4,2000,Concrete,2133.203837813854
1910,2.444477368294175,5,2001,Wood,1947.47690926761
1911,1.6761427597952383,4,1988,Wood,2137.8130527307494
1912,3.3628900079987614,6,2000,Wood,1672.140123313423
1913,2.7858072522355264,5,1967,Wood,1621.9613727237638
1914,2.1906906860466804,5,1986,Wood,1742.2490318151586
1915,2.1369164908109144,5,1983,Wood,2605.5065531018654
1916,2.24781035375203,7,1991,Wood,2405.4417205874647
1917,4.150902126835953,6,2009,Wood,1882.26200750774
1918,2.6766957871026746,6,1979,Wood,1954.3952524826122
1919,3.7582380813028804,7,1986,Stucco,2643.3697491972844
1920,2.687964611915861,5,1986,Stucco,2559.489674722373
1921,3.04880034041728,6,1979,Stucco,2264.2655807301567
1922,3.5717640814225176,4,2000,Wood,2196.194275390625
1923,1.7876073393090866,6,1999,Wood,2296.019141359603
1924,3.096564307358939,6,1999,Wood,1495.498438138766
1925,3.4136407532234125,6,1977,Stucco,2867.7515464409935
1926,3.367783812689422,3,1987,Concrete,1923.849159981114
1927,3.8639852583221894,6,2000,Gingerbread,1580.9913890563873
1928,2.799705547132702,7,1972,Wood,1600.5181711094367
1929,1.7171266669292287,6,1986,Wood,2689.9717081572066
1930,2.3630852393373565,6,2003,Wood,1978.5532959263523
1931,2.3136759667840745,6,2000,Wood,2464.2272327276632
1932,2.9925501838000956,3,2004,Concrete,1788.2098083354329
1933,2.163471965402574,6,1975,Wood,2561.1791037706616
1934,3.2712329959696276,5,1965,Concrete,1799.661287840727
1935,2.7532158772360718,5,1995,Concrete,1955.6640407345924
1936,3.1453474219308815,6,1982,Gingerbread,2225.2428883098246
1937,3.130493958387296,7,1988,Wood,2304.5546284494985
1938,3.3291674132933933,3,1982,Wood,1990.9848910167407
1939,3.6838553345613625,7,2007,Stucco,3967.4744828983203
1940,2.5958118536759116,6,1989,Wood,1677.9596661885846
1941,2.6685621651728995,6,1987,Wood,4449.400588220165
1942,2.6166331868448562,6,1989,Wood,1667.1016026204989
1943,3.1236667478720954,5,1999,Wood,2518.48345225824
1944,3.616812353912706,6,1977,Stucco,2760.0044260138725
1945,3.3447463386862575,6,1973,Gingerbread,1628.0100973910298
1946,2.4199006197619664,5,1973,Wood,884.9264642270188
1947,3.2041205732438973,7,1996,Wood,2796.7231407278905
1948,1.2524963201915003,5,1975,Concrete,2973.4527883205283
1949,4.708054871476678,5,2001,Wood,3376.391672229274
1950,4.080418542180076,5,1989,Concrete,3692.639436048639
1951,3.083972792396697,6,1993,Wood,1735.058344183839
1952,2.175737599454487,5,1982,Wood,1795.538617567304
1953,2.5339878153830115,6,1992,Wood,2258.9119583935653
1954,2.760973136378321,6,1999,Wood,1356.9958206248941
1955,1.881393951968302,6,1978,Stucco,3170.4258706697906
1956,3.6007778643409725,7,1985,Wood,2169.2040700133775
1957,2.227748619679079,7,1985,Wood,2544.964077605835
1958,3.599876417286327,6,1997,Gingerbread,1428.0887076619765
1959,3.4938514800625406,7,1991,Wood,1534.092845455904
1960,2.730973628896987,9,1979,Concrete,3540.120742564257
1961,3.082284882489963,5,2009,Stucco,3426.692823975604
1962,3.4981294153057396,6,1991,Wood,3680.1441425037624
1963,2.243264720891752,5,1991,Gingerbread,3692.6231492886045
1964,2.5893793458858645,6,1980,Wood,2430.58177288937
1965,3.051691698073882,5,1990,Wood,1606.4658022749334
1966,2.976465268544629,5,1993,Wood,2387.1729568285423
1967,3.0298817261554882,4,1990,Wood,2453.1965326627023
1968,3.093480818260699,6,1993,Wood,3616.5167603245577
1969,3.773927801754072,5,2005,Wood,3503.6489975089025
1970,3.2883672182772097,7,1999,Wood,3220.5465900021413
1971,4.638791953013685,4,1973,Stucco,1965.4164740128074
1972,3.7669891905047788,5,1992,Wood,1115.4099718863308
1973,3.383574759196985,6,1984,Wood,3007.687232328667
